Day,Trip_ID,Type,Line_ID,Start_Station,Start_ID,Start_Time,Start_Delay,Stop_Station,Stop_ID,Stop_Time,Stop_Delay
2019-02-12,85:11:18266:001,Zug,18266,Zürich Enge,8503010,2019-02-12 17:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 17:37:00,0.0
2019-02-12,85:11:18266:001,Zug,18266,Zürich Wiedikon,8503011,2019-02-12 17:37:00,0.0,Zürich HB,8503000,2019-02-12 17:42:00,0.0
2019-02-12,85:11:18266:001,Zug,18266,Zürich HB,8503000,2019-02-12 17:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 17:48:00,0.0
2019-02-12,85:11:18267:001,Zug,18267,Zürich Oerlikon,8503006,2019-02-12 17:41:00,0.0,Zürich HB,8503000,2019-02-12 17:46:00,0.0
2019-02-12,85:11:18267:001,Zug,18267,Zürich HB,8503000,2019-02-12 17:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 17:49:00,0.0
2019-02-12,85:11:18267:001,Zug,18267,Zürich Wiedikon,8503011,2019-02-12 17:49:00,0.0,Zürich Enge,8503010,2019-02-12 17:53:00,0.0
2019-02-12,85:11:18268:001,Zug,18268,Zürich Enge,8503010,2019-02-12 18:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 18:07:00,0.0
2019-02-12,85:11:18268:001,Zug,18268,Zürich Wiedikon,8503011,2019-02-12 18:07:00,0.0,Zürich HB,8503000,2019-02-12 18:12:00,0.0
2019-02-12,85:11:18268:001,Zug,18268,Zürich HB,8503000,2019-02-12 18:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 18:18:00,0.0
2019-02-12,85:11:18269:001,Zug,18269,Zürich Oerlikon,8503006,2019-02-12 18:11:00,0.0,Zürich HB,8503000,2019-02-12 18:16:00,0.0
2019-02-12,85:11:18269:001,Zug,18269,Zürich HB,8503000,2019-02-12 18:17:00,0.0,Zürich Wiedikon,8503011,2019-02-12 18:19:00,0.0
2019-02-12,85:11:18269:001,Zug,18269,Zürich Wiedikon,8503011,2019-02-12 18:19:00,0.0,Zürich Enge,8503010,2019-02-12 18:23:00,0.0
2019-02-12,85:11:18270:001,Zug,18270,Zürich Enge,8503010,2019-02-12 18:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 18:37:00,0.0
2019-02-12,85:11:18270:001,Zug,18270,Zürich Wiedikon,8503011,2019-02-12 18:37:00,0.0,Zürich HB,8503000,2019-02-12 18:42:00,0.0
2019-02-12,85:11:18270:001,Zug,18270,Zürich HB,8503000,2019-02-12 18:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 18:48:00,0.0
2019-02-12,85:11:18271:001,Zug,18271,Zürich Oerlikon,8503006,2019-02-12 18:41:00,0.0,Zürich HB,8503000,2019-02-12 18:46:00,0.0
2019-02-12,85:11:18271:001,Zug,18271,Zürich HB,8503000,2019-02-12 18:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 18:49:00,0.0
2019-02-12,85:11:18271:001,Zug,18271,Zürich Wiedikon,8503011,2019-02-12 18:49:00,0.0,Zürich Enge,8503010,2019-02-12 18:53:00,0.0
2019-02-12,85:11:18272:001,Zug,18272,Zürich Enge,8503010,2019-02-12 19:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 19:07:00,0.0
2019-02-12,85:11:18272:001,Zug,18272,Zürich Wiedikon,8503011,2019-02-12 19:07:00,0.0,Zürich HB,8503000,2019-02-12 19:12:00,0.0
2019-02-12,85:11:18272:001,Zug,18272,Zürich HB,8503000,2019-02-12 19:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 19:18:00,0.0
2019-02-12,85:11:18273:001,Zug,18273,Zürich Oerlikon,8503006,2019-02-12 19:11:00,0.0,Zürich HB,8503000,2019-02-12 19:16:00,0.0
2019-02-12,85:11:18273:001,Zug,18273,Zürich HB,8503000,2019-02-12 19:17:00,0.0,Zürich Wiedikon,8503011,2019-02-12 19:19:00,0.0
2019-02-12,85:11:18273:001,Zug,18273,Zürich Wiedikon,8503011,2019-02-12 19:19:00,0.0,Zürich Enge,8503010,2019-02-12 19:23:00,0.0
2019-02-12,85:11:18274:001,Zug,18274,Zürich Enge,8503010,2019-02-12 19:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 19:37:00,0.0
2019-02-12,85:11:18274:001,Zug,18274,Zürich Wiedikon,8503011,2019-02-12 19:37:00,0.0,Zürich HB,8503000,2019-02-12 19:42:00,0.0
2019-02-12,85:11:18274:001,Zug,18274,Zürich HB,8503000,2019-02-12 19:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 19:48:00,0.0
2019-02-12,85:11:18275:001,Zug,18275,Zürich Oerlikon,8503006,2019-02-12 19:41:00,0.0,Zürich HB,8503000,2019-02-12 19:46:00,0.0
2019-02-12,85:11:18275:001,Zug,18275,Zürich HB,8503000,2019-02-12 19:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 19:49:00,0.0
2019-02-12,85:11:18275:001,Zug,18275,Zürich Wiedikon,8503011,2019-02-12 19:49:00,0.0,Zürich Enge,8503010,2019-02-12 19:53:00,0.0
2019-02-12,85:11:18276:001,Zug,18276,Zürich Enge,8503010,2019-02-12 20:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 20:07:00,0.0
2019-02-12,85:11:18276:001,Zug,18276,Zürich Wiedikon,8503011,2019-02-12 20:07:00,0.0,Zürich HB,8503000,2019-02-12 20:12:00,0.0
2019-02-12,85:11:18276:001,Zug,18276,Zürich HB,8503000,2019-02-12 20:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 20:18:00,0.0
2019-02-12,85:11:18277:001,Zug,18277,Zürich Oerlikon,8503006,2019-02-12 20:11:00,0.0,Zürich HB,8503000,2019-02-12 20:16:00,0.0
2019-02-12,85:11:18277:001,Zug,18277,Zürich HB,8503000,2019-02-12 20:17:00,0.0,Zürich Wiedikon,8503011,2019-02-12 20:19:00,0.0
2019-02-12,85:11:18277:001,Zug,18277,Zürich Wiedikon,8503011,2019-02-12 20:19:00,0.0,Zürich Enge,8503010,2019-02-12 20:23:00,0.0
2019-02-12,85:11:18278:001,Zug,18278,Zürich Enge,8503010,2019-02-12 20:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 20:37:00,0.0
2019-02-12,85:11:18278:001,Zug,18278,Zürich Wiedikon,8503011,2019-02-12 20:37:00,0.0,Zürich HB,8503000,2019-02-12 20:42:00,0.0
2019-02-12,85:11:18278:001,Zug,18278,Zürich HB,8503000,2019-02-12 20:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 20:48:00,0.0
2019-02-12,85:11:18279:001,Zug,18279,Zürich Oerlikon,8503006,2019-02-12 20:41:00,0.0,Zürich HB,8503000,2019-02-12 20:46:00,0.0
2019-02-12,85:11:18279:001,Zug,18279,Zürich HB,8503000,2019-02-12 20:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 20:49:00,0.0
2019-02-12,85:11:18279:001,Zug,18279,Zürich Wiedikon,8503011,2019-02-12 20:49:00,0.0,Zürich Enge,8503010,2019-02-12 20:53:00,0.0
2019-02-12,85:11:18280:001,Zug,18280,Zürich Enge,8503010,2019-02-12 21:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 21:07:00,0.0
2019-02-12,85:11:18280:001,Zug,18280,Zürich Wiedikon,8503011,2019-02-12 21:07:00,0.0,Zürich HB,8503000,2019-02-12 21:12:00,0.0
2019-02-12,85:11:18280:001,Zug,18280,Zürich HB,8503000,2019-02-12 21:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 21:18:00,0.0
2019-02-12,85:11:18281:001,Zug,18281,Zürich Oerlikon,8503006,2019-02-12 21:11:00,0.0,Zürich HB,8503000,2019-02-12 21:16:00,0.0
2019-02-12,85:11:18281:001,Zug,18281,Zürich HB,8503000,2019-02-12 21:17:00,0.0,Zürich Wiedikon,8503011,2019-02-12 21:19:00,0.0
2019-02-12,85:11:18281:001,Zug,18281,Zürich Wiedikon,8503011,2019-02-12 21:19:00,0.0,Zürich Enge,8503010,2019-02-12 21:23:00,0.0
2019-02-12,85:11:18282:001,Zug,18282,Zürich Enge,8503010,2019-02-12 21:36:00,0.0,Zürich Wiedikon,8503011,2019-02-12 21:37:00,0.0
2019-02-12,85:11:18282:001,Zug,18282,Zürich Wiedikon,8503011,2019-02-12 21:37:00,0.0,Zürich HB,8503000,2019-02-12 21:42:00,0.0
2019-02-12,85:11:18282:001,Zug,18282,Zürich HB,8503000,2019-02-12 21:44:00,0.0,Zürich Oerlikon,8503006,2019-02-12 21:48:00,0.0
2019-02-12,85:11:18283:001,Zug,18283,Zürich Oerlikon,8503006,2019-02-12 21:41:00,0.0,Zürich HB,8503000,2019-02-12 21:46:00,0.0
2019-02-12,85:11:18283:001,Zug,18283,Zürich HB,8503000,2019-02-12 21:47:00,0.0,Zürich Wiedikon,8503011,2019-02-12 21:49:00,0.0
2019-02-12,85:11:18283:001,Zug,18283,Zürich Wiedikon,8503011,2019-02-12 21:49:00,0.0,Zürich Enge,8503010,2019-02-12 21:53:00,0.0
2019-02-12,85:11:18284:001,Zug,18284,Zürich Enge,8503010,2019-02-12 22:06:00,0.0,Zürich Wiedikon,8503011,2019-02-12 22:07:00,0.0
2019-02-12,85:11:18284:001,Zug,18284,Zürich Wiedikon,8503011,2019-02-12 22:07:00,0.0,Zürich HB,8503000,2019-02-12 22:12:00,0.0
2019-02-12,85:11:18284:001,Zug,18284,Zürich HB,8503000,2019-02-12 22:14:00,0.0,Zürich Oerlikon,8503006,2019-02-12 22:18:00,0.0
2019-02-12,85:11:18318:001,Zug,18318,Zürich Stadelhofen,8503003,2019-02-12 05:50:00,75.0,Zürich HB,8503000,2019-02-12 05:53:00,1.0
2019-02-12,85:11:18320:002,Zug,18320,Zürich Stadelhofen,8503003,2019-02-12 06:22:00,32.0,Zürich HB,8503000,2019-02-12 06:25:00,-27.0
2019-02-12,85:11:18320:002,Zug,18320,Zürich HB,8503000,2019-02-12 06:26:00,35.0,Zürich Hardbrücke,8503020,2019-02-12 06:29:00,-32.0
2019-02-12,85:11:18320:002,Zug,18320,Zürich Hardbrücke,8503020,2019-02-12 06:29:00,39.0,Zürich Oerlikon,8503006,2019-02-12 06:34:00,-46.0
2019-02-12,85:11:18321:001,Zug,18321,Zürich HB,8503000,2019-02-12 06:04:00,23.0,Zürich Stadelhofen,8503003,2019-02-12 06:07:00,-27.0
2019-02-12,85:11:18322:002,Zug,18322,Zürich Stadelhofen,8503003,2019-02-12 06:52:00,57.0,Zürich HB,8503000,2019-02-12 06:55:00,-13.0
2019-02-12,85:11:18322:002,Zug,18322,Zürich HB,8503000,2019-02-12 06:56:00,111.0,Zürich Hardbrücke,8503020,2019-02-12 06:59:00,142.0
2019-02-12,85:11:18322:002,Zug,18322,Zürich Hardbrücke,8503020,2019-02-12 06:59:00,215.0,Zürich Oerlikon,8503006,2019-02-12 07:04:00,142.0
2019-02-12,85:11:18323:001,Zug,18323,Zürich HB,8503000,2019-02-12 06:34:00,52.0,Zürich Stadelhofen,8503003,2019-02-12 06:37:00,4.0
2019-02-12,85:11:18324:002,Zug,18324,Zürich Stadelhofen,8503003,2019-02-12 07:22:00,370.0,Zürich HB,8503000,2019-02-12 07:25:00,307.0
2019-02-12,85:11:18324:002,Zug,18324,Zürich HB,8503000,2019-02-12 07:26:00,402.0,Zürich Hardbrücke,8503020,2019-02-12 07:29:00,331.0
2019-02-12,85:11:18324:002,Zug,18324,Zürich Hardbrücke,8503020,2019-02-12 07:29:00,418.0,Zürich Oerlikon,8503006,2019-02-12 07:34:00,321.0
2019-02-12,85:11:18325:001,Zug,18325,Zürich HB,8503000,2019-02-12 07:04:00,72.0,Zürich Stadelhofen,8503003,2019-02-12 07:07:00,31.0
2019-02-12,85:11:18326:001,Zug,18326,Zürich Stadelhofen,8503003,2019-02-12 07:52:00,300.0,Zürich HB,8503000,2019-02-12 07:55:00,226.0
2019-02-12,85:11:18327:002,Zug,18327,Zürich Oerlikon,8503006,2019-02-12 07:25:00,167.0,Zürich Hardbrücke,8503020,2019-02-12 07:29:00,140.0
2019-02-12,85:11:18327:002,Zug,18327,Zürich Hardbrücke,8503020,2019-02-12 07:29:00,194.0,Zürich HB,8503000,2019-02-12 07:32:00,138.0
2019-02-12,85:11:18327:002,Zug,18327,Zürich HB,8503000,2019-02-12 07:34:00,114.0,Zürich Stadelhofen,8503003,2019-02-12 07:37:00,158.0
2019-02-12,85:11:18328:001,Zug,18328,Zürich Stadelhofen,8503003,2019-02-12 08:22:00,238.0,Zürich HB,8503000,2019-02-12 08:25:00,171.0
2019-02-12,85:11:18329:002,Zug,18329,Zürich Oerlikon,8503006,2019-02-12 07:55:00,150.0,Zürich Hardbrücke,8503020,2019-02-12 07:59:00,124.0
