id1,lon1,lat1,id2,lon2,lat2,Distance,Walking_time
8591226,8.510025,47.397304999999996,8591226,8.510025,47.397304999999996,0.0,120
8591227,8.524265,47.374505,8591079,8.525556,47.374169,342.0555384889252,530
8591227,8.524265,47.374505,8591227,8.524265,47.374505,0.0,120
8591229,8.546334,47.388886,8591229,8.546334,47.388886,0.0,120
8591230,8.560235,47.376599,8591230,8.560235,47.376599,0.0,120
8591231,8.564148,47.37003,8591231,8.564148,47.37003,0.0,120
8591231,8.564148,47.37003,8591394,8.564949,47.370976,398.25674147070674,598
8591233,8.566497,47.364035,8591233,8.566497,47.364035,0.0,120
8591235,8.528025999999999,47.405592,8591235,8.528025999999999,47.405592,0.0,120
8591236,8.507872,47.377806,8591236,8.507872,47.377806,0.0,120
8591237,8.539122,47.387956,8591237,8.539122,47.387956,0.0,120
8591237,8.539122,47.387956,8591324,8.540500999999999,47.388662,427.4727297810955,633
8591238,8.56103,47.384192,8591238,8.56103,47.384192,0.0,120
8591239,8.549141,47.370437,8591239,8.549141,47.370437,0.0,120
8591240,8.532049,47.39566,8591240,8.532049,47.39566,0.0,120
8591241,8.53423,47.350986999999996,8591241,8.53423,47.350986999999996,0.0,120
8591242,8.549361,47.392419,8591242,8.549361,47.392419,0.0,120
8591242,8.549361,47.392419,8594255,8.547432,47.392022999999995,498.3601930662035,718
8591243,8.501064,47.373740000000005,8591243,8.501064,47.373740000000005,0.0,120
8591244,8.544788,47.393542,8591244,8.544788,47.393542,0.0,120
8591245,8.517087,47.358732,8591245,8.517087,47.358732,0.0,120
8591246,8.53634,47.39499,8591246,8.53634,47.39499,0.0,120
8591247,8.520151,47.396231,8591247,8.520151,47.396231,0.0,120
8591249,8.509876,47.411636,8591249,8.509876,47.411636,0.0,120
8591251,8.532739,47.390571,8591251,8.532739,47.390571,0.0,120
8591252,8.503729,47.381236,8591252,8.503729,47.381236,0.0,120
8591253,8.499211,47.387772,8591253,8.499211,47.387772,0.0,120
8591254,8.496468,47.386365999999995,8591254,8.496468,47.386365999999995,0.0,120
8591255,8.545497,47.390684,8591255,8.545497,47.390684,0.0,120
8591256,8.551309,47.414645,8591256,8.551309,47.414645,0.0,120
8591257,8.531623,47.3846,8591257,8.531623,47.3846,0.0,120
8591258,8.486113000000001,47.387819,8591258,8.486113000000001,47.387819,0.0,120
8591259,8.517913,47.375347,8591259,8.517913,47.375347,0.0,120
8591262,8.537417,47.375892,8591262,8.537417,47.375892,0.0,120
8591264,8.581391,47.406013,8591264,8.581391,47.406013,0.0,120
8591265,8.493575,47.389433000000004,8591265,8.493575,47.389433000000004,0.0,120
8591266,8.526389,47.407848,8591266,8.526389,47.407848,0.0,120
8591267,8.532099,47.416204,8591267,8.532099,47.416204,0.0,120
8591267,8.532099,47.416204,8591383,8.533919000000001,47.416394,455.0817922733399,666
8591269,8.521632,47.365445,8591269,8.521632,47.365445,0.0,120
8591271,8.590917,47.398641,8591271,8.590917,47.398641,0.0,120
8591272,8.541331,47.414048,8591272,8.541331,47.414048,0.0,120
8591273,8.550683,47.410693,8591273,8.550683,47.410693,0.0,120
8591276,8.541929,47.397490999999995,8591276,8.541929,47.397490999999995,0.0,120
8591277,8.527627,47.3796,8591277,8.527627,47.3796,0.0,120
8591279,8.530141,47.343947,8591279,8.530141,47.343947,0.0,120
8591280,8.526461,47.413955,8591280,8.526461,47.413955,0.0,120
8591282,8.534936,47.382121999999995,8591282,8.534936,47.382121999999995,0.0,120
8591283,8.531557000000001,47.360719,8591283,8.531557000000001,47.360719,0.0,120
